"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information","proj_id","eligibility","crossregistration_check","nct_id","eudract_id","main_id","reviewer_1","reviewer_2","has_publication","former_discrepancy","extraction_date_latest"
"F5596",2023-01-22,"Aminul_S","NCT02015364","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7222258/","10.1177/2325967120915909","Systematic Google search","Journal publication","32426409","NCT ID",2020-04-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-02-28","2018-02-28",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",2085,"Eligible","Irrelevant intervention type","NCT02015364",NA,NA,NA,NA,NA,NA,NA
"F5597",2023-01-22,"Aminul_S","NCT02957318","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7697495/","10.3390/nu12113496","Systematic Google search","Journal publication","33203008","NCT ID",2020-11-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-09-30","2017-03-31",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1433,"Eligible","Irrelevant intervention type","NCT02957318",NA,NA,NA,NA,NA,NA,NA
"F5598",2023-01-22,"Aminul_S","NCT02251496","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6326325/","10.1136/bmjresp-2018-000349","Linked at the registration","Journal publication","30687503","NCT ID",2019-01-03,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-09-30","2017-12-31",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",843,"Eligible","Irrelevant intervention type","NCT02251496",NA,NA,NA,NA,NA,NA,NA
"F5599",2023-01-22,"Aminul_S","NCT02702557","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5683376/","10.1186/s40814-017-0202-3","Systematic Google search","Journal publication","29158914","NCT ID",2017-11-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-02-29","2016-05-31",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1960,"Eligible","Irrelevant intervention type","NCT02702557",NA,NA,NA,NA,NA,NA,NA
"F5600",2023-01-22,"Aminul_S","NCT03103074","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7473957/","10.1007/s40257-020-00537-9","Systematic Google search","Journal publication","32761500","NCT ID",2020-10-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-06-01","2018-09-23",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1236,"Eligible","None found","NCT03103074",NA,NA,NA,NA,NA,NA,NA
"F5601",2023-01-22,"Aminul_S","NCT02634541","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-01-31","2017-12-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",2269,"Eligible","Identified in manual search","NCT02634541","2015-000752-20",NA,NA,NA,NA,NA,NA
"F5602",2023-01-22,"Aminul_S","NCT03329456","Yes","https://onlinelibrary.wiley.com/doi/10.1111/aas.13277","10.1111/aas.13277","Linked at the registration","Journal publication","30338518","NCT ID",2018-10-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-10-30","2018-04-01",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",685,"Eligible","None found","NCT03329456",NA,NA,NA,NA,NA,NA,NA
"F5603",2023-01-22,"Aminul_S","NCT03868800","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7409698/","10.1186/s12882-020-01956-w","Systematic Google search","Journal publication","32758177","NCT ID",2020-08-05,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-10-01","2018-08-31",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1056,"Eligible","Irrelevant intervention type","NCT03868800",NA,NA,NA,NA,NA,NA,NA
"F5604",2023-01-22,"Aminul_S","2015-004494-33","Yes","https://onlinelibrary.wiley.com/doi/full/10.1111/ijd.14347?casa_token=kT6_uOOUMcQAAAAA%3AHiOuj68eT5XAPQmZ3Qa3GIj5av6uw5160uaNapGLckIQI_fU2nV7MCoYHUfrdGHvX7LYgsVFr4qc","10.1111/ijd.14347","Systematic Google search","Journal publication","30549005","EudraCT ID",2018-12-13,"Yes","Yes","Yes","Yes","Yes","5","euctr",NA,"2017-04-25",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",204,"Eligible","Identified in publication","NCT02778711","2015-004494-33",NA,NA,NA,NA,NA,NA
"F5605",2023-01-22,"Aminul_S","2015-001956-31","Yes","https://journals.lww.com/eurojgh/Abstract/2018/10000/Outcome_and_adverse_events_in_patients_with.11.aspx","10.1097/MEG.0000000000001192","Linked at the registration","Journal publication","29994874","EudraCT ID",2018-10-01,"Yes","Yes","Yes","Yes","Yes","5","euctr","2015-07-01","2018-09-20",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",178,"Eligible","None found",NA,"2015-001956-31",NA,NA,NA,NA,NA,NA
"F5607",2023-01-22,"Ronak_B","NCT03561363","Yes","https://www.sciencedirect.com/science/article/pii/S1550413118305655?via%3Dihub","10.1016/j.cmet.2018.08.022","Systematic Google search","Journal publication","30269983","NCT ID",2018-09-27,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-08-31","2016-06-30",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2077,"Eligible","Irrelevant intervention type","NCT03561363",NA,NA,NA,NA,NA,NA,NA
"F5609",2023-01-22,"Ronak_B","NCT01583335","Yes","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185266","10.1371/journal.pone.0185266","Linked at the registration","Journal publication","28991907","NCT ID",2017-10-09,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-05-31","2018-06-30","Publication date before completion date",NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1276,"Eligible","Irrelevant intervention type","NCT01583335",NA,NA,NA,NA,NA,NA,NA
"F5610",2023-01-22,"Ronak_B","NCT01583335","Yes","https://www.karger.com/Article/FullText/492003","10.1159/000492003","Linked at the registration","Journal publication","30308484","NCT ID",2018-10-12,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-05-31","2018-06-30",NA,NA,"5","Ronak_B","Found by 1/2 reviewers, matching all 5 criteria",1276,"Eligible","Irrelevant intervention type","NCT01583335",NA,NA,NA,NA,NA,NA,NA
"F5611",2023-01-22,"Ronak_B","NCT01583335","Yes","https://academic.oup.com/sleep/article-lookup/doi/10.1093/sleep/zsaa138","10.1093/sleep/zsaa138","Linked at the registration","Journal publication","32691048","NCT ID",2021-01-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-05-31","2018-06-30",NA,NA,"5","Ronak_B","Found by 1/2 reviewers, matching all 5 criteria",1276,"Eligible","Irrelevant intervention type","NCT01583335",NA,NA,NA,NA,NA,NA,NA
"F5612",2023-01-22,"Ronak_B","NCT01583335","Yes","https://www.mdpi.com/1660-4601/18/7/3590","10.3390/ijerph18073590","Linked at the registration","Journal publication","33808371","NCT ID",2021-03-30,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-05-31","2018-06-30",NA,NA,"5","Ronak_B","Found by 1/2 reviewers, matching all 5 criteria",1276,"Eligible","Irrelevant intervention type","NCT01583335",NA,NA,NA,NA,NA,NA,NA
"F5613",2023-01-22,"Ronak_B","NCT02093585","Yes","https://openaidsjournal.com/VOLUME/16/ELOCATOR/e187461362206200/FULLTEXT/","10.2174/18746136-v16-e2206200","Systematic Google search","Journal publication",NA,"NCT ID",2022-09-20,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-01-31","2017-06-30",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2255,"Eligible","Identified in manual search","NCT02093585","2013-001685-42",NA,NA,NA,NA,NA,NA
"F5614",2023-01-22,"Ronak_B","NCT02475070","Yes","https://dom-pubs.onlinelibrary.wiley.com/doi/abs/10.1111/dom.13276","10.1111/dom.13276","Systematic Google search","Journal publication","29498469","NCT ID",2018-03-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-01-31","2017-06-30",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",874,"Cross-registration duplicate","Automatically identified","NCT02475070","2015-001334-21",NA,NA,NA,NA,NA,NA
"F5615",2023-01-22,"Ronak_B","NCT02993484","Yes","https://www.nature.com/articles/s41598-020-67247-4","10.1038/s41598-020-67247-4","Systematic Google search","Journal publication","32587298","NCT ID",2020-06-25,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-12-31","2019-02-01",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1392,"Eligible","None found","NCT02993484",NA,NA,NA,NA,NA,NA,NA
"F5616",2023-01-22,"Ronak_B","NCT02727634","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-06-30","2016-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1806,"Eligible","Irrelevant intervention type","NCT02727634",NA,NA,NA,NA,NA,NA,NA
"F5617",2023-01-23,"Ronak_B","NCT02082613","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-02-28","2017-04-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2238,"Eligible","Irrelevant intervention type","NCT02082613",NA,NA,NA,NA,NA,NA,NA
"F5618",2023-01-23,"Ronak_B","NCT01969604","Yes","https://ard.bmj.com/content/76/9/1603.long","10.1136/annrheumdis-2016-210953","Linked at the registration","Journal publication","28584189","NCT ID",2017-06-05,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-04-30","2016-05-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1946,"Eligible","Irrelevant intervention type","NCT01969604",NA,NA,NA,NA,NA,NA,NA
"F5619",2023-01-23,"Ronak_B","NCT01969604","Yes","https://onlinelibrary.wiley.com/doi/10.1002/acr.24060","10.1002/acr.24060","Linked at the registration","Journal publication","31507095","NCT ID",2020-11-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-04-30","2016-05-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1946,"Eligible","Irrelevant intervention type","NCT01969604",NA,NA,NA,NA,NA,NA,NA
"F5620",2023-01-23,"Ronak_B","NCT01969604","Yes","https://rmdopen.bmj.com/content/8/2/e002304","10.1136/rmdopen-2022-002304","Linked at the registration","Journal publication","35853676","NCT ID",2022-07-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-04-30","2016-05-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1946,"Eligible","Irrelevant intervention type","NCT01969604",NA,NA,NA,NA,NA,NA,NA
"F5621",2023-01-23,"Ronak_B","NCT03661593","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-11-01","2019-11-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2012,"Eligible","Irrelevant intervention type","NCT03661593",NA,NA,NA,NA,NA,NA,NA
"F5622",2023-01-23,"Ronak_B","NCT03491644","Yes","https://onlinelibrary.wiley.com/doi/abs/10.1111/aas.13362","10.1111/aas.13362","Linked at the registration","Journal publication","30908592","NCT ID",2019-03-25,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-04-03","2018-07-02",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2398,"Cross-registration duplicate","Automatically identified","NCT03491644","2017-004480-12",NA,NA,NA,NA,NA,NA
"F5623",2023-01-23,"Ronak_B","NCT03871413","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2019-04-01","2019-12-01",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",1054,"Eligible","Irrelevant intervention type","NCT03871413",NA,NA,NA,NA,NA,NA,NA
"F5624",2023-01-23,"Ronak_B","NCT03452852","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-03-01","2019-12-31",NA,NA,"NA",NA,"Not extracted by 2 reviewers",585,"Eligible","Irrelevant intervention type","NCT03452852",NA,NA,NA,NA,NA,NA,NA
"F5625",2023-01-23,"Ronak_B","NCT03327688","Yes","https://theultrasoundjournal.springeropen.com/articles/10.1186/s13089-021-00204-y","10.1186/s13089-021-00204-y","Systematic Google search","Journal publication","33527170","NCT ID",2021-02-02,"Yes","Yes","Yes","Yes","No","4","ctgov","2017-10-20","2019-12-31",NA,NA,"5; 4","Martin_R; Ronak_B","Found by 2/2 reviewers, near-match vs. full match",686,"Eligible","Irrelevant intervention type","NCT03327688",NA,NA,NA,NA,NA,NA,NA
"F5626",2023-01-23,"Ronak_B","NCT03309215","Yes","https://onlinelibrary.wiley.com/doi/full/10.1111/bjd.16935","10.1111/bjd.16935","Systematic Google search","Journal publication","29959775","NCT ID",2018-09-30,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-09-16","2017-12-10",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",706,"Eligible","Irrelevant intervention type","NCT03309215",NA,NA,NA,NA,NA,NA,NA
"F5627",2023-01-23,"Ronak_B","NCT03309215","Yes","https://onlinelibrary.wiley.com/doi/abs/10.1111/cod.13136","10.1111/cod.13136","Systematic Google search","Journal publication","30370609","NCT ID",2018-10-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-09-16","2017-12-10",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",706,"Eligible","Irrelevant intervention type","NCT03309215",NA,NA,NA,NA,NA,NA,NA
"F5628",2023-01-23,"Ronak_B","NCT03344926","Yes","https://academic.oup.com/painmedicine/article/22/2/315/5983827","10.1093/pm/pnaa360","Systematic Google search","Journal publication","33200214","NCT ID",2021-02-23,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-10-23","2019-12-23",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",671,"Eligible","Irrelevant intervention type","NCT03344926",NA,NA,NA,NA,NA,NA,NA
"F5629",2023-01-23,"Ronak_B","NCT01413412","Yes","https://link.springer.com/article/10.1007/s10029-017-1712-x","10.1007/s10029-017-1712-x","Linked at the registration","Journal publication","29247365","NCT ID",2017-12-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-12-31","2016-12-31",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1109,"Eligible","Irrelevant intervention type","NCT01413412",NA,NA,NA,NA,NA,NA,NA
"F5630",2023-01-23,"Ronak_B","NCT01413412","Yes","https://link.springer.com/article/10.1007/s10029-021-02544-z","10.1007/s10029-021-02544-z","Linked at the registration","Journal publication","34905143","NCT ID",2021-12-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2009-12-31","2016-12-31",NA,NA,"5","Ronak_B","Found by 1/2 reviewers, matching all 5 criteria",1109,"Eligible","Irrelevant intervention type","NCT01413412",NA,NA,NA,NA,NA,NA,NA
"F5631",2023-01-23,"Ronak_B","NCT03357029","Yes","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0247653","10.1371/journal.pone.0247653","Systematic Google search","Journal publication","33635894","NCT ID",2021-02-26,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-01-11","2019-04-30",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2136,"Eligible","Irrelevant intervention type","NCT03357029",NA,NA,NA,NA,NA,NA,NA
"F5632",2023-01-23,"Johan_B","NCT01840189","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-05-31","2016-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1534,"Eligible","Irrelevant intervention type","NCT01840189",NA,NA,NA,NA,NA,NA,NA
"F5633",2023-01-23,"Johan_B","NCT03068260","Yes","https://doi.org/10.1136/rapm-2019-100540","10.1136/rapm-2019-100540","Systematic Google search","Journal publication","31308263","NCT ID",2019-07-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-03-15","2017-12-01",NA,NA,"4; 5","Johan_B; Luca_H","Found by 2/2 reviewers, near-match vs. full match",1283,"Eligible","Identified in publication","NCT03068260","2016-004594-41",NA,NA,NA,NA,NA,NA
"F5635",2023-01-23,"Johan_B","NCT02445508","Yes","https://doi.org/10.1111/dom.13080","10.1111/dom.13080","Systematic Google search","Journal publication","28786523","NCT ID",2017-09-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-05-31","2016-07-31",NA,NA,"5","Johan_B; Luca_H","Found by 2/2 reviewers, matching all 5 criteria",433,"Eligible","None found","NCT02445508",NA,NA,NA,NA,NA,NA,NA
"F5637",2023-01-23,"Johan_B","NCT02295696","Yes","https://doi.org/10.1016/j.pec.2019.06.014","10.1016/j.pec.2019.06.014","Systematic Google search","Journal publication","31239180","NCT ID",2019-06-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-11-30","2017-11-30",NA,NA,"4; 5","Johan_B; Luca_H","Found by 2/2 reviewers, near-match vs. full match",776,"Eligible","Irrelevant intervention type","NCT02295696",NA,NA,NA,NA,NA,NA,NA
"F5638",2023-01-23,"Ronak_B","NCT02150265","Yes","https://bmcpsychology.biomedcentral.com/articles/10.1186/s40359-020-0393-x","10.1186/s40359-020-0393-x","Linked at the registration","Journal publication","32171328","NCT ID",2020-03-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-01","2018-03-01",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2442,"Eligible","Irrelevant intervention type","NCT02150265",NA,NA,NA,NA,NA,NA,NA
"F5639",2023-01-23,"Ronak_B","NCT02150265","Yes","https://bmcpsychology.biomedcentral.com/articles/10.1186/s40359-022-00872-y","10.1186/s40359-022-00872-y","Linked at the registration","Journal publication","35791020","NCT ID",2022-07-05,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-01","2018-03-01",NA,NA,"4; 5","Matteo_B; Ronak_B","Found by 2/2 reviewers, near-match vs. full match",2442,"Eligible","Irrelevant intervention type","NCT02150265",NA,NA,NA,NA,NA,NA,NA
"F5641",2023-01-23,"Ronak_B","NCT01462799","Yes","https://bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-020-01647-2","10.1186/s12872-020-01647-2","Linked at the registration","Journal publication","32795267","NCT ID",2020-08-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2011-09-30","2019-03-31",NA,NA,"4; 5","Matteo_B; Ronak_B","Found by 2/2 reviewers, near-match vs. full match",1141,"Eligible","Irrelevant intervention type","NCT01462799",NA,NA,NA,NA,NA,NA,NA
"F5643",2023-01-23,"Ronak_B","NCT02437461","Yes","https://www.tandfonline.com/doi/full/10.1080/03009742.2019.1571222","10.1080/03009742.2019.1571222","Linked at the registration","Journal publication","30843453","NCT ID",2019-03-07,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-04-30","2018-06-20",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2268,"Cross-registration duplicate","Identified in publication","NCT02437461","2014-000993-20",NA,NA,NA,NA,NA,NA
"F5644",2023-01-23,"Ronak_B","NCT03274557","Yes","https://journals.sagepub.com/doi/full/10.1177/23259671211062555","10.1177/23259671211062555","Linked at the registration","Journal publication","34988234","NCT ID",2021-12-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-01-02","2018-12-30",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",827,"Eligible","Irrelevant intervention type","NCT03274557",NA,NA,NA,NA,NA,NA,NA
"F5645",2023-01-23,"Ronak_B","NCT02589080","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-01-31","2017-08-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2338,"Eligible","Irrelevant intervention type","NCT02589080",NA,NA,NA,NA,NA,NA,NA
"F5646",2023-01-23,"Ronak_B","NCT02306941","Yes","https://www.sciencedirect.com/science/article/pii/S0005789418300613","10.1016/j.beth.2018.05.002","Systematic Google search","Journal publication","30661558","NCT ID",2018-05-19,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-03-31","2016-12-31",NA,NA,"5","Matteo_B; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",790,"Eligible","Irrelevant intervention type","NCT02306941",NA,NA,NA,NA,NA,NA,NA
